what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1469078960597
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1469078960600
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1469078960601
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1469078960602
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1469078960603
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1469078960633
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1469078960635
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1469078960636
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1469078960638
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1469078960640
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1469078960648
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1469078960649
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1469078960656
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1469078960658
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1469078960658
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1469078960659
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1469078960660
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1469078960662
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1469078960663
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1469078960666
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1469078960668
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1469078960669
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1469078960671
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1469078960678
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1469078960684
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1469078960687
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1469078960689
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1469078960690
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1469078960693
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1469078960695
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1469078960696
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1469078960698
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1469078960710
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1469078960986
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1469078960988
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1469078961012
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1469078961025
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1469078961027
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1469078961034
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1469078961041
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1469078961042
started,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1469078961046
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1469078961046
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1469078961050
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1469078961053
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1469078961054
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1469078961054
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1469078961060
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1469078961062
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1469078961067
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1469078961068
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1469078961074
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1469078961081
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1469078961092
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1469078961104
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1469078961108
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1469078961116
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1469078961122
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1469078961131
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1469078961169
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1469078961171
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1469078961172
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1469078961185
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1469078961196
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1469078961196
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1469078961199
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1469078961201
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1469078961206
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1469078961212
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1469078961213
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1469078961224
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1469078961225
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1469078961226
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1469078961229
started,bundle,com.android.ide.eclipse.base,22.3.0.v201310242005-887826,"com.android.ide.eclipse.base",1469078961230
os,sysinfo,,,"win32",1469078961239
arch,sysinfo,,,"x86",1469078961239
ws,sysinfo,,,"win32",1469078961239
locale,sysinfo,,,"en_US",1469078961239
processors,sysinfo,,,"4",1469078961240
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1469078961240
java.runtime.version,sysinfo,,,"1.7.0_67-b01",1469078961240
java.specification.name,sysinfo,,,"Java Platform API Specification",1469078961240
java.specification.vendor,sysinfo,,,"Oracle Corporation",1469078961240
java.specification.version,sysinfo,,,"1.7",1469078961240
java.vendor,sysinfo,,,"Oracle Corporation",1469078961240
java.version,sysinfo,,,"1.7.0_67",1469078961240
java.vm.info,sysinfo,,,"mixed mode",1469078961240
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1469078961240
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1469078961240
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1469078961240
java.vm.specification.version,sysinfo,,,"1.7",1469078961240
java.vm.vendor,sysinfo,,,"Oracle Corporation",1469078961240
java.vm.version,sysinfo,,,"24.65-b04",1469078961240
started,bundle,com.android.ide.eclipse.adt,22.3.0.v201310242005-887826,"com.android.ide.eclipse.adt",1469078961338
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1469078961397
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1469078961517
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1469078961567
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1469078961571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469078961712
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469078963393
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1469078968722
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1469078968799
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1469078968861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469078976589
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469078979353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469078980328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080671012
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080763120
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1469080795754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1469080797992
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080811315
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080823659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080826482
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1469080830607
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1469080830660
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080833144
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1469080870915
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1469080870936
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1469080871122
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1469080871247
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1469080871342
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080871946
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080880782
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080921146
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080928029
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080935531
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080937758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080950584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080953893
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080956489
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1469080958503
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1469080958508
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080961060
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080965716
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1469080965730
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1469080965730
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080967119
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080974532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469080988923
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469081005114
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469081010667
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1469081024106
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1469081024555
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1469081024947
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1469081026474
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469081028674
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1469081028997
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1469081029218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469081039486
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1469081052999
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469081075201
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1469081097216
